Temperatur in °C
Time	Seek Raw Averrage	Seek Raw Device Temperature	Seek Raw Diff	Seek Corr Averrage	
00:00:00.081	7595	4328	2	7593	
00:00:00.233	7588	4329	2	7586	
00:00:00.359	7583	4329	2	7581	
00:00:00.513	7578	4329	2	7576	
00:00:00.668	7573	4329	2	7571	
00:00:00.824	7565	4328	2	7563	
00:00:01.352	7659	4328	2	7657	
00:00:01.507	7651	4327	2	7649	
00:00:01.662	7645	4328	2	7643	
00:00:01.818	7643	4328	2	7641	
00:00:01.973	7637	4327	2	7635	
00:00:02.128	7629	4327	2	7627	
00:00:02.283	7623	4327	2	7621	
00:00:02.450	7617	4327	2	7615	
00:00:02.594	7611	4326	2	7609	
00:00:02.750	7607	4327	2	7605	
00:00:02.905	7601	4327	2	7599	
00:00:03.060	7595	4327	2	7593	
00:00:03.215	7589	4327	2	7587	
00:00:03.375	7583	4327	2	7581	
00:00:03.526	7579	4327	2	7577	
00:00:03.681	7573	4327	2	7571	
00:00:03.837	7569	4326	2	7567	
00:00:03.992	7561	4326	2	7559	
00:00:04.148	7557	4326	2	7555	
00:00:04.303	7553	4326	2	7551	
00:00:04.458	7547	4325	2	7545	
00:00:04.986	7625	4326	2	7623	
00:00:05.142	7620	4326	2	7618	
00:00:05.298	7613	4325	2	7611	
00:00:05.421	7609	4325	2	7607	
00:00:05.576	7603	4324	2	7601	
00:00:05.732	7599	4324	2	7597	
00:00:05.887	7594	4325	2	7592	
00:00:06.042	7588	4325	2	7586	
00:00:06.204	7583	4324	2	7581	
00:00:06.322	7579	4325	2	7577	
00:00:06.477	7575	4324	2	7573	
00:00:06.634	7569	4324	2	7567	
00:00:06.788	7563	4324	2	7561	
00:00:06.945	7559	4323	2	7557	
00:00:07.098	7554	4323	2	7552	
00:00:07.255	7551	4324	2	7549	
00:00:07.409	7547	4324	2	7545	
00:00:07.564	7541	4324	2	7539	
00:00:07.719	7537	4324	2	7535	
00:00:07.875	7531	4323	2	7529	
00:00:08.030	7526	4323	2	7524	
00:00:08.558	7592	4323	2	7590	
00:00:08.682	7590	4323	2	7588	
00:00:08.838	7584	4323	2	7582	
00:00:08.995	7580	4323	2	7578	
00:00:09.149	7576	4324	2	7574	
00:00:09.304	7570	4323	2	7568	
00:00:09.460	7565	4323	2	7563	
00:00:09.614	7561	4323	2	7559	
00:00:09.770	7556	4322	2	7554	
00:00:09.925	7550	4322	2	7548	
00:00:10.081	7547	4322	2	7545	
00:00:10.237	7542	4321	2	7540	
00:00:10.392	7538	4322	2	7536	
00:00:10.548	7534	4322	2	7532	
00:00:10.703	7531	4321	2	7529	
00:00:10.858	7525	4321	2	7523	
00:00:11.015	7522	4322	2	7520	
00:00:11.169	7517	4321	2	7515	
00:00:11.324	7512	4321	2	7510	
00:00:11.479	7506	4321	2	7504	
00:00:11.635	7503	4320	2	7501	
00:00:12.163	7559	4319	2	7557	
00:00:12.318	7553	4320	2	7551	
00:00:12.473	7549	4320	2	7547	
00:00:12.629	7545	4320	2	7543	
00:00:12.784	7540	4319	2	7538	
00:00:12.939	7535	4319	2	7533	
00:00:13.095	7531	4319	2	7529	
00:00:13.250	7529	4319	2	7527	
00:00:13.405	7523	4319	2	7521	
00:00:13.560	7520	4319	2	7518	
00:00:13.716	7515	4319	2	7513	
00:00:13.871	7512	4318	2	7510	
00:00:14.026	7507	4318	2	7505	
00:00:14.182	7503	4318	2	7501	
00:00:14.337	7499	4318	2	7497	
00:00:14.493	7495	4317	2	7493	
00:00:14.648	7491	4318	2	7489	
00:00:14.803	7487	4317	2	7485	
00:00:14.958	7483	4317	2	7481	
00:00:15.114	7479	4316	2	7477	
00:00:15.269	7475	4318	2	7473	
00:00:15.797	7526	4317	2	7524	
00:00:15.955	7522	4316	2	7520	
00:00:16.108	7520	4317	2	7518	
00:00:16.263	7516	4318	2	7514	
00:00:16.419	7510	4317	2	7508	
00:00:16.570	7507	4317	2	7505	
00:00:16.729	7502	4316	2	7500	
00:00:16.884	7500	4316	2	7498	
00:00:17.040	7496	4316	2	7494	
00:00:17.195	7492	4315	2	7490	
00:00:17.351	7487	4315	2	7485	
00:00:17.506	7484	4315	2	7482	
00:00:17.661	7480	4315	2	7478	
00:00:17.816	7476	4315	2	7474	
00:00:17.972	7472	4315	2	7470	
00:00:18.127	7470	4315	2	7468	
00:00:18.282	7466	4316	2	7464	
00:00:18.441	7462	4314	2	7460	
00:00:18.593	7458	4314	2	7456	
00:00:18.717	7456	4313	2	7454	
00:00:18.873	7453	4314	2	7451	
00:00:19.401	7498	4314	2	7496	
00:00:19.556	7494	4314	2	7492	
00:00:19.711	7491	4314	2	7489	
00:00:19.836	7488	4314	2	7486	
00:00:19.991	7484	4314	2	7482	
00:00:20.147	7481	4314	2	7479	
00:00:20.302	7477	4314	2	7475	
00:00:20.427	7474	4313	2	7472	
00:00:20.582	7469	4313	2	7467	
00:00:20.737	7467	4314	2	7465	
00:00:20.893	7463	4313	2	7461	
00:00:21.048	7460	4312	2	7458	
00:00:21.203	7457	4313	2	7455	
00:00:21.359	7454	4313	2	7452	
00:00:21.528	7451	4312	2	7449	
00:00:21.669	7448	4312	2	7446	
00:00:21.825	7444	4312	2	7442	
00:00:21.980	7440	4312	2	7438	
00:00:22.135	7438	4312	2	7436	
00:00:22.291	7433	4311	2	7431	
00:00:22.451	7431	4312	2	7429	
00:00:22.970	7470	4311	2	7468	
00:00:23.129	7466	4311	2	7464	
00:00:23.253	7461	4311	2	7459	
00:00:23.416	7459	4312	2	7457	
00:00:23.564	7456	4311	2	7454	
00:00:23.719	7453	4311	2	7451	
00:00:23.875	7447	4310	2	7445	
00:00:24.030	7445	4310	2	7443	
00:00:24.186	7443	4311	2	7441	
00:00:24.341	7439	4310	2	7437	
00:00:24.496	7437	4311	2	7435	
00:00:24.652	7433	4310	2	7431	
00:00:24.807	7431	4310	2	7429	
00:00:24.962	7427	4309	2	7425	
00:00:25.086	7424	4310	2	7422	
00:00:25.242	7423	4311	2	7421	
00:00:25.397	7421	4310	2	7419	
00:00:25.552	7417	4310	2	7415	
00:00:25.708	7413	4310	2	7411	
00:00:25.863	7411	4310	2	7409	
00:00:26.018	7407	4310	2	7405	
00:00:26.550	7449	4308	2	7447	
00:00:26.702	7446	4309	2	7444	
00:00:26.857	7444	4308	2	7442	
00:00:27.013	7440	4309	2	7438	
00:00:27.168	7438	4309	2	7436	
00:00:27.323	7436	4308	2	7434	
00:00:27.478	7432	4308	2	7430	
00:00:27.634	7428	4308	2	7426	
00:00:27.789	7426	4308	2	7424	
00:00:27.913	7424	4308	2	7422	
00:00:28.072	7420	4307	2	7418	
00:00:28.224	7418	4307	2	7416	
00:00:28.379	7414	4309	2	7412	
00:00:28.534	7412	4308	2	7410	
00:00:28.690	7408	4307	2	7406	
00:00:28.845	7406	4306	2	7404	
00:00:29.001	7404	4308	2	7402	
00:00:29.156	7400	4307	2	7398	
00:00:29.311	7400	4307	2	7398	
00:00:29.468	7397	4308	2	7395	
00:00:29.622	7394	4307	2	7392	
00:00:30.151	7413	4306	2	7411	
00:00:30.306	7409	4307	2	7407	
00:00:30.461	7407	4307	2	7405	
00:00:30.617	7403	4306	2	7401	
00:00:30.773	7399	4307	2	7397	
00:00:30.927	7397	4306	2	7395	
00:00:31.052	7395	4306	2	7393	
00:00:31.207	7393	4306	2	7391	
00:00:31.362	7390	4307	2	7388	
00:00:31.518	7387	4305	2	7385	
00:00:31.673	7383	4305	2	7381	
00:00:31.828	7379	4305	2	7377	
00:00:31.983	7376	4305	2	7374	
00:00:32.139	7373	4305	2	7371	
00:00:32.294	7371	4305	2	7369	
00:00:32.449	7369	4304	2	7367	
00:00:32.605	7367	4305	2	7365	
00:00:32.763	7364	4305	2	7362	
00:00:32.915	7361	4304	2	7359	
00:00:33.071	7357	4304	2	7355	
00:00:33.226	7355	4304	2	7353	
00:00:33.756	7390	4303	2	7388	
00:00:33.910	7386	4304	2	7384	
00:00:34.065	7382	4303	2	7380	
00:00:34.220	7380	4304	2	7378	
00:00:34.375	7378	4303	2	7376	
00:00:34.531	7374	4302	2	7372	
00:00:34.686	7372	4303	2	7370	
00:00:34.844	7370	4303	2	7368	
00:00:34.997	7368	4303	2	7366	
00:00:35.152	7366	4303	2	7364	
00:00:35.312	7364	4303	2	7362	
00:00:35.463	7360	4304	2	7358	
00:00:35.618	7358	4303	2	7356	
00:00:35.773	7356	4303	2	7354	
00:00:35.929	7355	4303	2	7353	
00:00:36.085	7350	4303	2	7348	
00:00:36.239	7348	4301	2	7346	
00:00:36.394	7347	4302	2	7345	
00:00:36.551	7344	4302	2	7342	
00:00:36.705	7342	4302	2	7340	
00:00:36.860	7340	4302	2	7338	
00:00:37.389	7364	4303	2	7362	
00:00:37.544	7361	4302	2	7359	
00:00:37.699	7358	4302	2	7356	
00:00:37.854	7356	4302	2	7354	
00:00:38.010	7353	4302	2	7351	
00:00:38.165	7350	4302	2	7348	
00:00:38.321	7346	4302	2	7344	
00:00:38.476	7344	4301	2	7342	
00:00:38.642	7342	4302	2	7340	
00:00:38.787	7340	4301	2	7338	
00:00:38.942	7336	4301	2	7334	
00:00:39.100	7334	4302	2	7332	
00:00:39.252	7332	4301	2	7330	
00:00:39.408	7330	4302	2	7328	
00:00:39.565	7328	4300	2	7326	
00:00:39.718	7324	4301	2	7322	
00:00:39.874	7322	4300	2	7320	
00:00:40.030	7320	4300	2	7318	
00:00:40.185	7320	4301	2	7318	
00:00:40.341	7318	4300	2	7316	
00:00:40.496	7316	4301	2	7314	
00:00:41.024	7346	4300	2	7344	
00:00:41.182	7344	4300	2	7342	
00:00:41.335	7341	4300	2	7339	
00:00:41.490	7338	4299	2	7336	
00:00:41.648	7336	4300	2	7334	
00:00:41.801	7335	4300	2	7333	
00:00:41.956	7332	4300	2	7330	
00:00:42.111	7331	4299	2	7329	
00:00:42.267	7328	4299	2	7326	
00:00:42.422	7325	4299	2	7323	
00:00:42.577	7324	4299	2	7322	
00:00:42.733	7322	4299	2	7320	
00:00:42.888	7319	4299	2	7317	
00:00:43.043	7316	4298	2	7314	
00:00:43.199	7314	4298	2	7312	
00:00:43.354	7312	4299	2	7310	
00:00:43.509	7310	4298	2	7308	
00:00:43.664	7308	4298	2	7306	
00:00:43.816	7306	4298	2	7304	
00:00:43.979	7306	4299	2	7304	
00:00:44.134	7304	4298	2	7302	
00:00:44.659	7331	4298	2	7329	
00:00:44.810	7329	4298	2	7327	
00:00:44.969	7327	4298	2	7325	
00:00:45.124	7325	4298	2	7323	
00:00:45.324	7321	4297	2	7319	
00:00:45.437	7320	4298	2	7318	
00:00:45.594	7319	4297	2	7317	
00:00:45.743	7315	4298	2	7313	
00:00:45.901	7315	4297	2	7313	
00:00:46.056	7311	4298	2	7309	
00:00:46.212	7309	4296	2	7307	
00:00:46.367	7307	4297	2	7305	
00:00:46.523	7305	4297	2	7303	
00:00:46.678	7303	4296	2	7301	
00:00:46.833	7299	4297	2	7297	
00:00:46.988	7299	4297	2	7297	
00:00:47.144	7297	4297	2	7295	
00:00:47.299	7295	4297	2	7293	
00:00:47.454	7293	4296	2	7291	
00:00:47.611	7291	4296	2	7289	
00:00:47.765	7289	4296	2	7287	
00:00:48.293	7311	4296	2	7309	
00:00:48.448	7310	4297	2	7308	
00:00:48.574	7308	4296	2	7306	
00:00:48.728	7305	4296	2	7303	
00:00:48.883	7303	4296	2	7301	
00:00:49.039	7301	4295	2	7299	
00:00:49.194	7299	4296	2	7297	
00:00:49.349	7298	4296	2	7296	
00:00:49.505	7296	4295	2	7294	
00:00:49.661	7293	4295	2	7291	
00:00:49.815	7290	4294	2	7288	
00:00:49.970	7290	4294	2	7288	
00:00:50.127	7288	4295	2	7286	
00:00:50.282	7287	4294	2	7285	
00:00:50.438	7284	4295	2	7282	
00:00:50.593	7283	4295	2	7281	
00:00:50.748	7281	4294	2	7279	
00:00:50.903	7278	4295	2	7276	
00:00:51.059	7278	4294	2	7276	
00:00:51.214	7276	4295	2	7274	
00:00:51.369	7276	4294	2	7274	
00:00:51.898	7287	4294	2	7285	
00:00:52.054	7285	4294	2	7283	
00:00:52.177	7283	4294	2	7281	
00:00:52.332	7281	4294	2	7279	
00:00:52.490	7279	4293	2	7277	
00:00:52.643	7275	4293	2	7273	
00:00:52.798	7273	4293	2	7271	
00:00:52.953	7271	4293	2	7269	
00:00:53.109	7269	4293	2	7267	
00:00:53.278	7269	4293	2	7267	
00:00:53.420	7268	4294	2	7266	
00:00:53.544	7266	4293	2	7264	
00:00:53.703	7263	4292	1060	6203	
00:00:53.854	7262	4293	1060	6202	
00:00:54.010	7259	4293	1060	6199	
00:00:54.165	7258	4293	1060	6198	
00:00:54.320	7257	4293	1060	6197	
00:00:54.476	7255	4292	1060	6195	
00:00:54.631	7253	4292	1060	6193	
00:00:54.786	7249	4292	1060	6189	
00:00:54.942	7248	4291	1044	6204	
00:00:55.470	7273	4292	1060	6213	
00:00:55.625	7272	4292	1060	6212	
00:00:55.780	7271	4291	1044	6227	
00:00:55.935	7269	4291	1044	6225	
00:00:56.091	7265	4291	1044	6221	
00:00:56.246	7265	4291	1044	6221	
00:00:56.402	7263	4291	1044	6219	
00:00:56.557	7259	4291	1044	6215	
00:00:56.712	7257	4292	1060	6197	
00:00:56.868	7255	4291	1044	6211	
00:00:57.023	7253	4291	1044	6209	
00:00:57.180	7251	4290	986	6265	
00:00:57.334	7249	4291	1044	6205	
00:00:57.489	7248	4290	986	6262	
00:00:57.646	7245	4290	986	6259	
00:00:57.799	7243	4290	986	6257	
00:00:57.955	7241	4290	986	6255	
00:00:58.110	7239	4289	1002	6237	
00:00:58.266	7238	4290	986	6252	
00:00:58.421	7235	4290	986	6249	
00:00:58.576	7233	4290	986	6247	
00:00:59.105	7255	4289	1002	6253	
00:00:59.262	7251	4289	1002	6249	
00:00:59.415	7251	4289	1002	6249	
00:00:59.570	7249	4289	1002	6247	
00:00:59.727	7245	4289	1002	6243	
00:00:59.881	7244	4289	1002	6242	
00:01:00.037	7243	4289	1002	6241	
00:01:00.194	7241	4289	1002	6239	
00:01:00.348	7237	4289	1002	6235	
00:01:00.503	7237	4289	1002	6235	
00:01:00.658	7233	4288	1009	6224	
00:01:00.814	7231	4288	1009	6222	
00:01:00.969	7229	4288	1009	6220	
00:01:01.124	7229	4289	1002	6227	
00:01:01.280	7225	4288	1009	6216	
00:01:01.435	7225	4288	1009	6216	
00:01:01.590	7223	4288	1009	6214	
00:01:01.746	7220	4288	1009	6211	
00:01:01.901	7219	4288	1009	6210	
00:01:02.056	7217	4287	973	6244	
00:01:02.212	7215	4287	973	6242	
00:01:02.740	7235	4288	1009	6226	
00:01:02.895	7231	4288	1009	6222	
00:01:03.050	7229	4287	973	6256	
00:01:03.205	7228	4287	973	6255	
00:01:03.361	7225	4288	1009	6216	
00:01:03.516	7223	4287	973	6250	
00:01:03.671	7220	4287	973	6247	
00:01:03.827	7217	4287	973	6244	
00:01:03.982	7217	4286	960	6257	
00:01:04.137	7215	4286	960	6255	
00:01:04.293	7213	4286	960	6253	
00:01:04.448	7211	4286	960	6251	
00:01:04.604	7211	4287	973	6238	
00:01:04.759	7209	4286	960	6249	
00:01:04.914	7205	4286	960	6245	
00:01:05.069	7205	4286	960	6245	
00:01:05.225	7205	4286	960	6245	
00:01:05.380	7203	4287	973	6230	
00:01:05.535	7201	4286	960	6241	
00:01:05.691	7201	4286	960	6241	
00:01:05.848	7200	4287	973	6227	
00:01:06.374	7215	4285	1014	6201	
00:01:06.531	7213	4285	1014	6199	
00:01:06.685	7210	4286	960	6250	
00:01:06.840	7208	4285	1014	6194	
00:01:06.995	7206	4285	1014	6192	
00:01:07.151	7203	4285	1014	6189	
00:01:07.306	7202	4284	994	6208	
00:01:07.461	7202	4285	1014	6188	
00:01:07.617	7199	4285	1014	6185	
00:01:07.772	7198	4285	1014	6184	
00:01:07.927	7196	4284	994	6202	
00:01:08.052	7195	4285	1014	6181	
00:01:08.207	7194	4285	1014	6180	
00:01:08.362	7191	4284	994	6197	
00:01:08.518	7190	4285	1014	6176	
00:01:08.673	7187	4284	994	6193	
00:01:08.828	7188	4284	994	6194	
00:01:08.983	7184	4283	966	6218	
00:01:09.139	7183	4284	994	6189	
00:01:09.294	7183	4285	1014	6169	
00:01:09.418	7182	4284	994	6188	
00:01:09.946	7203	4284	994	6209	
00:01:10.103	7201	4285	1014	6187	
00:01:10.258	7199	4284	994	6205	
00:01:10.413	7196	4284	994	6202	
00:01:10.569	7193	4284	994	6199	
00:01:10.724	7191	4284	994	6197	
00:01:10.879	7188	4283	966	6222	
00:01:11.035	7186	4283	966	6220	
00:01:11.190	7186	4283	966	6220	
00:01:11.346	7184	4284	994	6190	
00:01:11.501	7182	4283	966	6216	
00:01:11.656	7181	4284	994	6187	
00:01:11.794	7179	4283	966	6213	
00:01:11.936	7177	4283	966	6211	
00:01:12.091	7175	4283	966	6209	
00:01:12.645	7174	4283	966	6208	
00:01:12.662	7172	4283	966	6206	
00:01:12.673	7169	4282	993	6176	
00:01:12.681	7169	4283	966	6203	
00:01:12.840	7167	4283	966	6201	
00:01:12.961	7167	4283	966	6201	
00:01:13.489	7180	4282	993	6187	
00:01:13.644	7178	4282	993	6185	
00:01:13.799	7176	4282	993	6183	
00:01:13.955	7174	4281	963	6211	
00:01:14.110	7172	4282	993	6179	
00:01:14.265	7170	4282	993	6177	
00:01:14.422	7168	4281	963	6205	
00:01:14.576	7168	4281	963	6205	
00:01:14.731	7164	4281	963	6201	
00:01:14.888	7163	4281	963	6200	
00:01:15.042	7161	4281	963	6198	
00:01:15.197	7160	4282	993	6167	
00:01:15.356	7160	4281	963	6197	
00:01:15.508	7158	4281	963	6195	
00:01:15.663	7156	4280	940	6216	
00:01:15.819	7155	4280	940	6215	
00:01:15.974	7154	4280	940	6214	
00:01:16.129	7152	4280	940	6212	
00:01:16.285	7150	4280	940	6210	
00:01:16.440	7147	4280	940	6207	
00:01:16.595	7146	4280	940	6206	
00:01:17.123	7163	4279	957	6206	
00:01:17.279	7160	4279	957	6203	
00:01:17.434	7159	4280	940	6219	
00:01:17.589	7157	4279	957	6200	
00:01:18.207	7156	4279	957	6199	
00:01:18.214	7154	4279	957	6197	
00:01:18.222	7152	4278	939	6213	
00:01:18.229	7150	4279	957	6193	
00:01:18.366	7148	4278	939	6209	
00:01:18.522	7147	4279	957	6190	
00:01:18.677	7146	4279	957	6189	
00:01:18.832	7144	4279	957	6187	
00:01:18.987	7143	4278	939	6204	
00:01:19.142	7143	4279	957	6186	
00:01:19.298	7142	4278	939	6203	
00:01:19.454	7142	4279	957	6185	
00:01:19.608	7140	4279	957	6183	
00:01:19.733	7138	4279	957	6181	
00:01:19.888	7138	4279	957	6181	
00:01:20.044	7137	4278	939	6198	
00:01:20.199	7135	4279	957	6178	
00:01:20.728	7151	4278	939	6212	
00:01:20.883	7150	4278	939	6211	
00:01:21.038	7149	4279	957	6192	
00:01:21.193	7148	4278	939	6209	
00:01:21.349	7146	4278	939	6207	
00:01:21.504	7146	4279	957	6189	
00:01:21.660	7144	4278	939	6205	
00:01:21.815	7142	4278	939	6203	
00:01:21.970	7140	4278	939	6201	
00:01:22.126	7138	4277	915	6223	
00:01:22.281	7137	4276	912	6225	
00:01:22.436	7136	4277	915	6221	
00:01:22.591	7134	4277	915	6219	
00:01:22.747	7132	4277	915	6217	
00:01:22.902	7130	4277	915	6215	
00:01:23.057	7129	4277	915	6214	
00:01:23.213	7128	4278	939	6189	
00:01:23.368	7127	4277	915	6212	
00:01:23.523	7126	4277	915	6211	
00:01:23.678	7124	4277	915	6209	
00:01:23.834	7122	4277	915	6207	
00:01:24.362	7141	4277	915	6226	
00:01:24.517	7139	4277	915	6224	
00:01:24.672	7138	4277	915	6223	
00:01:24.828	7137	4277	915	6222	
00:01:24.983	7135	4276	912	6223	
00:01:25.138	7132	4276	912	6220	
00:01:25.294	7131	4276	912	6219	
00:01:25.449	7129	4276	912	6217	
00:01:25.605	7129	4275	915	6214	
00:01:25.760	7127	4276	912	6215	
00:01:25.915	7125	4276	912	6213	
00:01:26.070	7125	4276	912	6213	
00:01:26.226	7121	4276	912	6209	
00:01:26.381	7119	4275	915	6204	
00:01:26.536	7119	4275	915	6204	
00:01:26.692	7117	4276	912	6205	
00:01:26.847	7115	4275	915	6200	
00:01:27.002	7115	4275	915	6200	
00:01:27.157	7115	4275	915	6200	
00:01:27.315	7113	4275	915	6198	
00:01:27.468	7112	4275	915	6197	
00:01:27.996	7118	4274	897	6221	
00:01:28.153	7116	4274	897	6219	
00:01:28.307	7114	4274	897	6217	
00:01:28.462	7112	4274	897	6215	
00:01:28.618	7110	4274	897	6213	
00:01:28.773	7110	4274	897	6213	
00:01:28.928	7108	4274	897	6211	
00:01:29.084	7106	4274	897	6209	
00:01:29.239	7104	4274	897	6207	
00:01:29.394	7102	4274	897	6205	
00:01:29.550	7101	4274	897	6204	
00:01:29.705	7102	4274	897	6205	
00:01:29.862	7100	4275	915	6185	
00:01:30.017	7098	4274	897	6201	
00:01:30.172	7096	4274	897	6199	
00:01:30.327	7094	4273	891	6203	
00:01:30.482	7094	4273	891	6203	
00:01:30.638	7092	4273	891	6201	
00:01:30.793	7090	4273	891	6199	
00:01:30.948	7089	4273	891	6198	
00:01:31.104	7089	4273	891	6198	
00:01:31.632	7111	4273	891	6220	
00:01:31.787	7108	4273	891	6217	
00:01:31.942	7106	4272	862	6244	
00:01:32.098	7105	4273	891	6214	
00:01:32.253	7105	4273	891	6214	
00:01:32.408	7103	4273	891	6212	
00:01:32.564	7103	4273	891	6212	
00:01:32.719	7101	4273	891	6210	
00:01:32.875	7099	4272	862	6237	
00:01:33.030	7099	4271	857	6242	
00:01:33.185	7098	4272	862	6236	
00:01:33.340	7097	4272	862	6235	
00:01:33.496	7095	4272	862	6233	
00:01:33.651	7095	4273	891	6204	
00:01:33.806	7093	4272	862	6231	
00:01:33.962	7093	4272	862	6231	
00:01:34.117	7092	4272	862	6230	
00:01:34.272	7090	4272	862	6228	
00:01:34.427	7089	4272	862	6227	
00:01:34.583	7089	4272	862	6227	
00:01:34.738	7090	4273	891	6199	
00:01:35.268	7098	4273	891	6207	
00:01:35.422	7096	4273	891	6205	
00:01:35.577	7094	4273	891	6203	
00:01:35.732	7094	4272	862	6232	
00:01:35.887	7092	4272	862	6230	
00:01:36.043	7090	4271	857	6233	
00:01:36.198	7088	4272	862	6226	
00:01:36.323	7088	4272	862	6226	
00:01:36.478	7086	4272	862	6224	
00:01:36.633	7085	4271	857	6228	
00:01:36.788	7084	4272	862	6222	
00:01:36.944	7082	4271	857	6225	
00:01:37.099	7084	4272	862	6222	
00:01:37.255	7082	4271	857	6225	
00:01:37.410	7080	4272	862	6218	
00:01:37.565	7078	4271	857	6221	
00:01:37.720	7076	4271	857	6219	
00:01:37.876	7076	4271	857	6219	
00:01:38.031	7075	4270	862	6213	
00:01:38.186	7073	4271	857	6216	
00:01:38.343	7073	4271	857	6216	
00:01:38.870	7094	4271	857	6237	
00:01:39.025	7092	4271	857	6235	
00:01:39.180	7090	4270	862	6228	
00:01:39.336	7088	4270	862	6226	
00:01:39.502	7088	4270	862	6226	
00:01:39.646	7086	4270	862	6224	
00:01:39.801	7086	4271	857	6229	
00:01:39.957	7086	4271	857	6229	
00:01:40.115	7084	4270	862	6222	
00:01:40.270	7082	4269	837	6245	
00:01:40.424	7078	4269	837	6241	
00:01:40.577	7076	4269	837	6239	
00:01:40.735	7076	4269	837	6239	
00:01:40.890	7076	4269	837	6239	
00:01:41.041	7074	4269	837	6237	
00:01:41.201	7072	4269	837	6235	
00:01:41.356	7070	4269	837	6233	
00:01:41.511	7070	4268	833	6237	
00:01:41.636	7068	4268	833	6235	
00:01:41.791	7068	4270	862	6206	
00:01:41.946	7068	4269	837	6231	
00:01:42.474	7083	4269	837	6246	
00:01:42.630	7080	4268	833	6247	
00:01:42.785	7079	4268	833	6246	
00:01:42.940	7078	4268	833	6245	
00:01:43.093	7076	4268	833	6243	
00:01:43.252	7074	4269	837	6237	
00:01:43.406	7074	4268	833	6241	
00:01:43.563	7072	4268	833	6239	
00:01:43.717	7070	4268	833	6237	
00:01:43.872	7070	4268	833	6237	
00:01:44.027	7069	4269	837	6232	
00:01:44.183	7069	4269	837	6232	
00:01:44.338	7067	4268	833	6234	
00:01:44.493	7066	4268	833	6233	
00:01:44.649	7065	4268	833	6232	
00:01:44.804	7062	4268	833	6229	
00:01:44.959	7061	4268	833	6228	
00:01:45.115	7060	4268	833	6227	
00:01:45.270	7059	4268	833	6226	
00:01:45.425	7057	4267	839	6218	
00:01:45.580	7055	4267	839	6216	
00:01:46.109	7069	4266	821	6248	
00:01:46.264	7066	4267	839	6227	
00:01:46.419	7065	4267	839	6226	
00:01:46.576	7063	4267	839	6224	
00:01:46.730	7063	4267	839	6224	
00:01:46.885	7059	4267	839	6220	
00:01:47.010	7059	4267	839	6220	
00:01:47.161	7057	4266	821	6236	
00:01:47.289	7055	4266	821	6234	
00:01:47.441	7055	4266	821	6234	
00:01:47.600	7054	4266	821	6233	
00:01:47.755	7053	4265	820	6233	
00:01:47.910	7051	4266	821	6230	
00:01:48.066	7049	4267	839	6210	
00:01:48.221	7049	4266	821	6228	
00:01:48.377	7049	4266	821	6228	
00:01:48.532	7047	4266	821	6226	
00:01:48.687	7047	4266	821	6226	
00:01:48.842	7045	4266	821	6224	
00:01:48.997	7041	4266	821	6220	
00:01:49.153	7041	4264	808	6233	
00:01:49.309	7039	4265	820	6219	
00:01:49.464	7039	4265	820	6219	
00:01:49.619	7038	4265	820	6218	
00:01:49.774	7039	4266	821	6218	
00:01:49.930	7037	4266	821	6216	
00:01:50.086	7037	4267	839	6198	
00:01:50.241	7035	4266	821	6214	
00:01:50.396	7035	4265	820	6215	
00:01:50.552	7034	4266	821	6213	
00:01:50.707	7032	4265	820	6212	
00:01:50.862	7031	4266	821	6210	
00:01:51.018	7029	4265	820	6209	
00:01:51.173	7027	4265	820	6207	
00:01:51.328	7029	4265	820	6209	
00:01:51.487	7027	4265	820	6207	
00:01:51.639	7025	4265	820	6205	
00:01:52.167	7062	4265	820	6242	
00:01:52.322	7058	4263	795	6263	
00:01:52.479	7056	4264	808	6248	
00:01:52.633	7056	4264	808	6248	
00:01:52.788	7054	4264	808	6246	
00:01:52.943	7054	4264	808	6246	
00:01:53.099	7052	4263	795	6257	
00:01:53.255	7052	4264	808	6244	
00:01:53.409	7051	4264	808	6243	
00:01:53.565	7050	4264	808	6242	
00:01:53.720	7048	4263	795	6253	
00:01:53.878	7048	4263	795	6253	
00:01:54.031	7046	4264	808	6238	
00:01:54.185	7046	4264	808	6238	
00:01:54.342	7044	4264	808	6236	
00:01:54.497	7044	4263	795	6249	
00:01:54.621	7042	4263	795	6247	
00:01:54.776	7040	4263	795	6245	
00:01:54.932	7040	4264	808	6232	
00:01:55.087	7040	4263	795	6245	
00:01:55.242	7038	4264	808	6230	
00:01:55.398	7038	4264	808	6230	
00:01:55.555	7036	4262	790	6246	
00:01:55.709	7036	4263	795	6241	
00:01:55.864	7034	4263	795	6239	
00:01:56.019	7032	4263	795	6237	
00:01:56.174	7032	4263	795	6237	
00:01:56.330	7032	4263	795	6237	
00:01:56.485	7030	4262	790	6240	
00:01:56.641	7029	4263	795	6234	
00:01:56.802	7027	4262	790	6237	
00:01:56.951	7026	4262	790	6236	
00:01:57.107	7026	4263	795	6231	
00:01:57.262	7024	4262	790	6234	
00:01:57.417	7020	4261	785	6235	
00:01:57.573	7021	4262	790	6231	
00:01:57.728	7021	4262	790	6231	
00:01:58.258	7045	4262	790	6255	
00:01:58.411	7043	4262	790	6253	
00:01:58.566	7041	4261	785	6256	
00:01:58.690	7039	4261	785	6254	
00:01:58.846	7037	4261	785	6252	
