Temperatur in °C
Time	Seek Raw Averrage	Seek Raw Device Temperature	Seek Raw Diff	Seek Corr Averrage	
00:11:31.224	6536	4182	257	6279	
00:11:31.379	6536	4183	259	6277	
00:11:31.535	6536	4182	257	6279	
00:11:31.690	6536	4182	257	6279	
00:11:31.845	6536	4183	259	6277	
00:11:32.001	6534	4181	248	6286	
00:11:32.156	6533	4182	257	6276	
00:11:32.311	6534	4182	257	6277	
00:11:32.467	6534	4182	257	6277	
00:11:32.622	6533	4182	257	6276	
00:11:32.778	6532	4181	248	6284	
00:11:32.932	6533	4182	257	6276	
00:11:33.088	6532	4181	248	6284	
00:11:33.243	6532	4182	257	6275	
00:11:33.771	6536	4183	259	6277	
00:11:33.927	6532	4182	257	6275	
00:11:34.082	6532	4182	257	6275	
00:11:34.237	6530	4182	257	6273	
00:11:34.393	6528	4182	257	6271	
00:11:34.548	6528	4181	248	6280	
00:11:34.703	6526	4181	248	6278	
00:11:34.827	6526	4181	248	6278	
00:11:34.983	6528	4182	257	6271	
00:11:35.138	6526	4181	248	6278	
00:11:35.293	6528	4182	257	6271	
00:11:35.449	6528	4182	257	6271	
00:11:35.604	6528	4181	248	6280	
00:11:35.759	6528	4182	257	6271	
00:11:35.915	6528	4182	257	6271	
00:11:36.067	6526	4181	248	6278	
00:11:36.225	6528	4182	257	6271	
00:11:36.380	6528	4182	257	6271	
00:11:36.536	6528	4182	257	6271	
00:11:36.691	6528	4181	248	6280	
00:11:36.847	6528	4183	259	6269	
00:11:37.002	6530	4182	257	6273	
00:11:37.157	6528	4181	248	6280	
00:11:37.312	6528	4181	248	6280	
00:11:37.468	6527	4181	248	6279	
00:11:37.623	6527	4182	257	6270	
00:11:37.778	6526	4181	248	6278	
00:11:37.934	6526	4182	257	6269	
00:11:38.090	6524	4181	248	6276	
00:11:38.244	6524	4181	248	6276	
00:11:38.400	6526	4181	248	6278	
00:11:38.555	6526	4182	257	6269	
00:11:38.710	6526	4181	248	6278	
00:11:38.866	6526	4181	248	6278	
00:11:39.021	6528	4182	257	6271	
00:11:39.176	6526	4181	248	6278	
00:11:39.332	6528	4181	248	6280	
00:11:39.860	6535	4181	248	6287	
00:11:40.015	6533	4181	248	6285	
00:11:40.171	6531	4181	248	6283	
00:11:40.327	6531	4181	248	6283	
00:11:40.482	6530	4182	257	6273	
00:11:40.637	6529	4180	234	6295	
00:11:40.793	6529	4181	248	6281	
00:11:40.948	6530	4182	257	6273	
00:11:41.103	6529	4181	248	6281	
00:11:41.259	6529	4181	248	6281	
00:11:41.411	6529	4181	248	6281	
00:11:41.565	6528	4181	248	6280	
00:11:41.725	6529	4182	257	6272	
00:11:41.880	6529	4182	257	6272	
00:11:42.035	6529	4182	257	6272	
00:11:42.188	6529	4182	257	6272	
00:11:42.355	6530	4181	248	6282	
00:11:42.501	6529	4183	259	6270	
00:11:42.656	6530	4182	257	6273	
00:11:42.812	6529	4182	257	6272	
00:11:42.967	6527	4182	257	6270	
00:11:43.118	6527	4182	257	6270	
00:11:43.278	6529	4181	248	6281	
00:11:43.433	6527	4181	248	6279	
00:11:43.588	6527	4182	257	6270	
00:11:43.744	6527	4181	248	6279	
00:11:43.899	6526	4181	248	6278	
00:11:44.054	6527	4181	248	6279	
00:11:44.210	6527	4182	257	6270	
00:11:44.365	6526	4182	257	6269	
00:11:44.520	6527	4181	248	6279	
00:11:44.676	6527	4182	257	6270	
00:11:44.831	6526	4182	257	6269	
00:11:44.986	6526	4181	248	6278	
00:11:45.138	6526	4181	248	6278	
00:11:45.297	6526	4182	257	6269	
00:11:45.452	6525	4181	248	6277	
00:11:45.980	6533	4182	257	6276	
00:11:46.136	6534	4182	257	6277	
00:11:46.291	6533	4182	257	6276	
00:11:46.446	6531	4182	257	6274	
00:11:46.603	6529	4182	257	6272	
00:11:46.757	6530	4182	257	6273	
00:11:46.912	6529	4182	257	6272	
00:11:47.067	6529	4182	257	6272	
00:11:47.223	6529	4181	248	6281	
00:11:47.378	6528	4181	248	6280	
00:11:47.533	6529	4182	257	6272	
00:11:47.689	6528	4182	257	6271	
00:11:47.844	6528	4182	257	6271	
00:11:47.968	6527	4180	234	6293	
00:11:48.124	6527	4181	248	6279	
00:11:48.279	6527	4181	248	6279	
00:11:48.434	6526	4181	248	6278	
00:11:48.590	6527	4181	248	6279	
00:11:48.745	6527	4182	257	6270	
00:11:48.900	6527	4182	257	6270	
00:11:49.056	6525	4181	248	6277	
00:11:49.211	6525	4181	248	6277	
00:11:49.366	6526	4182	257	6269	
00:11:49.522	6526	4181	248	6278	
00:11:49.677	6527	4182	257	6270	
00:11:49.832	6526	4182	257	6269	
00:11:49.988	6526	4182	257	6269	
00:11:50.144	6526	4182	257	6269	
00:11:50.299	6525	4182	257	6268	
00:11:50.454	6525	4181	248	6277	
00:11:50.610	6524	4182	257	6267	
00:11:50.765	6523	4182	257	6266	
00:11:50.920	6525	4182	257	6268	
00:11:51.076	6526	4181	248	6278	
00:11:51.231	6525	4181	248	6277	
00:11:51.386	6525	4181	248	6277	
00:11:51.542	6525	4182	257	6268	
00:11:52.070	6534	4182	257	6277	
00:11:52.225	6534	4182	257	6277	
00:11:52.380	6533	4182	257	6276	
00:11:52.536	6531	4182	257	6274	
00:11:52.691	6531	4181	248	6283	
00:11:52.846	6532	4182	257	6275	
00:11:53.002	6532	4182	257	6275	
00:11:53.157	6531	4182	257	6274	
00:11:53.312	6532	4183	259	6273	
00:11:53.468	6532	4182	257	6275	
00:11:53.623	6534	4183	259	6275	
00:11:53.778	6534	4183	259	6275	
00:11:53.934	6533	4183	259	6274	
00:11:54.089	6534	4183	259	6275	
00:11:54.244	6534	4182	257	6277	
00:11:54.400	6534	4182	257	6277	
00:11:54.555	6534	4183	259	6275	
00:11:54.710	6534	4182	257	6277	
00:11:54.865	6534	4182	257	6277	
00:11:55.021	6534	4183	259	6275	
00:11:55.176	6533	4182	257	6276	
00:11:55.331	6534	4182	257	6277	
00:11:55.487	6533	4182	257	6276	
00:11:55.642	6534	4182	257	6277	
00:11:55.797	6534	4182	257	6277	
00:11:55.953	6534	4182	257	6277	
00:11:56.108	6534	4182	257	6277	
00:11:56.232	6533	4181	248	6285	
00:11:56.388	6534	4181	248	6286	
00:11:56.543	6534	4182	257	6277	
00:11:56.699	6532	4181	248	6284	
00:11:56.854	6532	4182	257	6275	
00:11:57.009	6535	4182	257	6278	
00:11:57.164	6536	4182	257	6279	
00:11:57.320	6536	4182	257	6279	
00:11:57.475	6536	4182	257	6279	
00:11:57.630	6534	4181	248	6286	
00:11:58.159	6539	4181	248	6291	
00:11:58.314	6536	4182	257	6279	
00:11:58.469	6536	4181	248	6288	
00:11:58.625	6536	4182	257	6279	
00:11:58.781	6536	4181	248	6288	
00:11:58.935	6536	4182	257	6279	
00:11:59.090	6537	4182	257	6280	
00:11:59.246	6536	4181	248	6288	
00:11:59.401	6536	4181	248	6288	
00:11:59.557	6536	4182	257	6279	
00:11:59.712	6537	4182	257	6280	
00:11:59.867	6538	4182	257	6281	
00:12:00.022	6536	4181	248	6288	
00:12:00.179	6536	4182	257	6279	
00:12:00.334	6538	4182	257	6281	
00:12:00.489	6538	4182	257	6281	
00:12:00.644	6537	4182	257	6280	
00:12:00.800	6536	4182	257	6279	
00:12:00.956	6536	4182	257	6279	
00:12:01.110	6536	4182	257	6279	
00:12:01.266	6537	4182	257	6280	
00:12:01.421	6536	4182	257	6279	
00:12:01.545	6536	4181	248	6288	
00:12:01.701	6536	4182	257	6279	
00:12:01.856	6536	4181	248	6288	
00:12:02.011	6535	4182	257	6278	
00:12:02.167	6534	4182	257	6277	
00:12:02.322	6536	4182	257	6279	
00:12:02.484	6534	4181	248	6286	
00:12:02.633	6534	4181	248	6286	
00:12:02.788	6534	4181	248	6286	
00:12:02.943	6534	4182	257	6277	
00:12:03.071	6534	4181	248	6286	
00:12:03.219	6534	4181	248	6286	
00:12:03.378	6534	4181	248	6286	
00:12:03.534	6534	4181	248	6286	
00:12:03.690	6534	4182	257	6277	
00:12:04.217	6537	4181	248	6289	
00:12:04.369	6533	4180	234	6299	
00:12:04.528	6531	4181	248	6283	
00:12:04.683	6531	4181	248	6283	
00:12:04.838	6531	4181	248	6283	
00:12:04.993	6531	4181	248	6283	
00:12:05.149	6530	4180	234	6296	
00:12:05.304	6530	4181	248	6282	
00:12:05.459	6528	4181	248	6280	
00:12:05.615	6529	4181	248	6281	
00:12:05.770	6529	4181	248	6281	
00:12:05.934	6529	4181	248	6281	
00:12:06.080	6529	4181	248	6281	
00:12:06.234	6530	4182	257	6273	
00:12:06.387	6529	4181	248	6281	
00:12:06.542	6529	4181	248	6281	
00:12:06.671	6529	4181	248	6281	
00:12:06.826	6529	4181	248	6281	
00:12:06.982	6529	4181	248	6281	
00:12:07.137	6527	4181	248	6279	
00:12:07.292	6527	4181	248	6279	
00:12:07.448	6527	4182	257	6270	
00:12:07.599	6528	4181	248	6280	
00:12:07.727	6527	4181	248	6279	
00:12:07.851	6528	4182	257	6271	
00:12:08.007	6528	4182	257	6271	
00:12:08.162	6527	4182	257	6270	
00:12:08.317	6527	4181	248	6279	
00:12:08.472	6526	4181	248	6278	
00:12:08.629	6525	4181	248	6277	
00:12:08.783	6526	4181	248	6278	
00:12:08.907	6525	4181	248	6277	
00:12:09.063	6525	4181	248	6277	
00:12:09.218	6525	4181	248	6277	
00:12:09.373	6525	4181	248	6277	
00:12:09.529	6525	4181	248	6277	
00:12:09.684	6527	4182	257	6270	
00:12:10.213	6540	4182	257	6283	
00:12:10.368	6538	4182	257	6281	
00:12:10.524	6538	4181	248	6290	
00:12:10.682	6536	4181	248	6288	
00:12:10.836	6536	4181	248	6288	
00:12:10.990	6535	4181	248	6287	
00:12:11.146	6536	4181	248	6288	
00:12:11.269	6534	4181	248	6286	
00:12:11.393	6534	4181	248	6286	
00:12:11.549	6534	4182	257	6277	
00:12:11.704	6535	4181	248	6287	
00:12:11.860	6535	4181	248	6287	
00:12:12.015	6534	4182	257	6277	
00:12:12.170	6534	4181	248	6286	
00:12:12.327	6532	4181	248	6284	
00:12:12.481	6532	4181	248	6284	
00:12:12.636	6532	4180	234	6298	
00:12:12.791	6533	4181	248	6285	
00:12:12.947	6534	4182	257	6277	
00:12:13.102	6534	4181	248	6286	
00:12:13.257	6534	4181	248	6286	
00:12:13.413	6534	4181	248	6286	
00:12:13.568	6532	4181	248	6284	
00:12:13.723	6532	4181	248	6284	
00:12:13.879	6532	4180	234	6298	
00:12:14.034	6532	4181	248	6284	
00:12:14.189	6532	4182	257	6275	
00:12:14.345	6532	4181	248	6284	
00:12:14.500	6532	4181	248	6284	
00:12:14.655	6530	4181	248	6282	
00:12:14.811	6532	4181	248	6284	
00:12:14.967	6532	4182	257	6275	
00:12:15.121	6533	4181	248	6285	
00:12:15.277	6532	4182	257	6275	
00:12:15.432	6532	4181	248	6284	
00:12:15.587	6532	4182	257	6275	
00:12:15.742	6532	4182	257	6275	
00:12:16.271	6538	4182	257	6281	
00:12:16.426	6535	4182	257	6278	
00:12:16.581	6534	4182	257	6277	
00:12:16.737	6531	4180	234	6297	
00:12:16.892	6530	4180	234	6296	
00:12:17.047	6530	4180	234	6296	
00:12:17.202	6530	4180	234	6296	
00:12:17.358	6531	4181	248	6283	
00:12:17.513	6531	4180	234	6297	
00:12:17.637	6530	4181	248	6282	
00:12:17.793	6530	4180	234	6296	
00:12:17.948	6530	4181	248	6282	
00:12:18.103	6530	4180	234	6296	
00:12:18.259	6530	4181	248	6282	
00:12:18.414	6529	4180	234	6295	
00:12:18.569	6528	4180	234	6294	
00:12:18.725	6529	4181	248	6281	
00:12:18.880	6528	4181	248	6280	
00:12:19.035	6529	4181	248	6281	
00:12:19.191	6530	4181	248	6282	
00:12:19.346	6530	4181	248	6282	
00:12:19.501	6528	4181	248	6280	
00:12:19.657	6527	4180	234	6293	
00:12:19.812	6527	4180	234	6293	
00:12:19.967	6527	4181	248	6279	
00:12:20.123	6527	4181	248	6279	
00:12:20.279	6528	4180	234	6294	
00:12:20.434	6527	4180	234	6293	
00:12:20.590	6528	4182	257	6271	
00:12:20.745	6526	4180	234	6292	
00:12:20.900	6526	4180	234	6292	
00:12:21.055	6526	4180	234	6292	
00:12:21.211	6526	4180	234	6292	
00:12:21.366	6528	4181	248	6280	
00:12:21.521	6526	4181	248	6278	
00:12:21.677	6526	4181	248	6278	
00:12:21.832	6525	4181	248	6277	
00:12:22.360	6537	4181	248	6289	
00:12:22.515	6535	4181	248	6287	
00:12:22.671	6535	4182	257	6278	
00:12:22.826	6531	4181	248	6283	
00:12:22.983	6531	4180	234	6297	
00:12:23.137	6531	4181	248	6283	
00:12:23.292	6530	4181	248	6282	
00:12:23.447	6529	4180	234	6295	
00:12:23.603	6529	4181	248	6281	
00:12:23.758	6527	4181	248	6279	
00:12:23.913	6526	4180	234	6292	
00:12:24.069	6525	4179	233	6292	
00:12:24.224	6525	4180	234	6291	
00:12:24.379	6525	4181	248	6277	
00:12:24.534	6525	4181	248	6277	
00:12:24.690	6523	4181	248	6275	
00:12:24.845	6523	4180	234	6289	
00:12:25.001	6522	4181	248	6274	
00:12:25.156	6522	4180	234	6288	
00:12:25.311	6525	4181	248	6277	
00:12:25.467	6523	4181	248	6275	
00:12:25.622	6525	4181	248	6277	
00:12:25.777	6525	4181	248	6277	
00:12:25.932	6523	4181	248	6275	
00:12:26.088	6522	4180	234	6288	
00:12:26.243	6522	4181	248	6274	
00:12:26.398	6522	4180	234	6288	
00:12:26.554	6521	4181	248	6273	
00:12:26.709	6521	4180	234	6287	
00:12:26.865	6521	4180	234	6287	
00:12:27.020	6521	4180	234	6287	
00:12:27.176	6521	4181	248	6273	
00:12:27.330	6523	4181	248	6275	
00:12:27.486	6521	4180	234	6287	
00:12:27.641	6520	4180	234	6286	
00:12:27.796	6520	4180	234	6286	
00:12:27.952	6521	4180	234	6287	
00:12:28.480	6528	4180	234	6294	
00:12:28.635	6527	4180	234	6293	
00:12:28.790	6526	4179	233	6293	
00:12:28.946	6526	4180	234	6292	
00:12:29.101	6526	4180	234	6292	
00:12:29.256	6525	4180	234	6291	
00:12:29.412	6525	4181	248	6277	
00:12:29.567	6526	4181	248	6278	
00:12:29.722	6525	4181	248	6277	
00:12:29.847	6526	4180	234	6292	
00:12:30.002	6525	4181	248	6277	
00:12:30.158	6525	4180	234	6291	
00:12:30.314	6524	4181	248	6276	
00:12:30.469	6523	4180	234	6289	
00:12:30.624	6523	4181	248	6275	
00:12:30.779	6524	4180	234	6290	
00:12:30.935	6522	4180	234	6288	
00:12:31.090	6521	4180	234	6287	
00:12:31.245	6520	4179	233	6287	
00:12:31.401	6520	4178	229	6291	
00:12:31.556	6519	4179	233	6286	
00:12:31.711	6518	4179	233	6285	
00:12:31.867	6518	4179	233	6285	
00:12:32.022	6518	4178	229	6289	
00:12:32.177	6518	4179	233	6285	
00:12:32.333	6518	4179	233	6285	
00:12:32.488	6518	4180	234	6284	
00:12:32.643	6519	4179	233	6286	
00:12:32.799	6517	4178	229	6288	
00:12:32.954	6518	4180	234	6284	
00:12:33.109	6519	4180	234	6285	
00:12:33.264	6518	4180	234	6284	
00:12:33.420	6518	4179	233	6285	
00:12:33.575	6519	4180	234	6285	
00:12:33.730	6520	4180	234	6286	
00:12:33.886	6520	4180	234	6286	
00:12:34.041	6519	4179	233	6286	
00:12:34.568	6529	4180	234	6295	
00:12:34.726	6526	4179	233	6293	
00:12:34.880	6528	4179	233	6295	
00:12:35.035	6526	4180	234	6292	
00:12:35.192	6526	4179	233	6293	
00:12:35.346	6526	4180	234	6292	
00:12:35.501	6526	4179	233	6293	
00:12:35.657	6524	4179	233	6291	
00:12:35.812	6526	4179	233	6293	
00:12:35.967	6526	4179	233	6293	
00:12:36.122	6527	4179	233	6294	
00:12:36.278	6527	4180	234	6293	
00:12:36.433	6526	4179	233	6293	
00:12:36.588	6525	4180	234	6291	
00:12:36.744	6525	4179	233	6292	
00:12:36.899	6525	4180	234	6291	
00:12:37.054	6524	4179	233	6291	
00:12:37.210	6526	4180	234	6292	
00:12:37.365	6526	4179	233	6293	
00:12:37.520	6524	4179	233	6291	
00:12:37.676	6525	4180	234	6291	
00:12:37.831	6524	4180	234	6290	
00:12:37.986	6524	4179	233	6291	
00:12:38.141	6524	4179	233	6291	
00:12:38.297	6524	4180	234	6290	
00:12:38.452	6524	4179	233	6291	
00:12:38.577	6524	4180	234	6290	
00:12:38.732	6524	4180	234	6290	
00:12:38.883	6523	4180	234	6289	
00:12:39.042	6526	4180	234	6292	
00:12:39.198	6524	4180	234	6290	
00:12:39.353	6523	4178	229	6294	
00:12:39.508	6526	4180	234	6292	
00:12:39.664	6526	4180	234	6292	
00:12:39.819	6525	4179	233	6292	
00:12:39.974	6526	4180	234	6292	
00:12:40.131	6524	4179	233	6291	
00:12:40.659	6527	4180	234	6293	
00:12:40.814	6524	4180	234	6290	
00:12:40.969	6523	4180	234	6289	
00:12:41.125	6523	4180	234	6289	
00:12:41.280	6523	4179	233	6290	
00:12:41.435	6523	4180	234	6289	
00:12:41.591	6521	4180	234	6287	
00:12:41.746	6521	4179	233	6288	
00:12:41.901	6521	4180	234	6287	
00:12:42.057	6521	4180	234	6287	
00:12:42.233	6521	4180	234	6287	
00:12:42.364	6519	4180	234	6285	
00:12:42.523	6521	4180	234	6287	
00:12:42.678	6519	4180	234	6285	
00:12:42.833	6519	4179	233	6286	
00:12:42.989	6519	4180	234	6285	
00:12:43.144	6519	4180	234	6285	
00:12:43.299	6519	4180	234	6285	
00:12:43.457	6519	4179	233	6286	
00:12:43.626	6519	4179	233	6286	
00:12:43.765	6518	4180	234	6284	
00:12:43.933	6519	4180	234	6285	
00:12:44.082	6517	4179	233	6284	
00:12:44.240	6517	4179	233	6284	
00:12:44.391	6517	4179	233	6284	
00:12:44.549	6517	4179	233	6284	
00:12:44.697	6519	4179	233	6286	
00:12:44.852	6519	4179	233	6286	
00:12:45.008	6519	4180	234	6285	
00:12:45.165	6519	4180	234	6285	
00:12:45.318	6518	4179	233	6285	
00:12:45.474	6517	4179	233	6284	
00:12:45.629	6517	4179	233	6284	
00:12:45.785	6518	4179	233	6285	
00:12:45.939	6519	4179	233	6286	
00:12:46.062	6518	4180	234	6284	
00:12:46.227	6519	4180	234	6285	
00:12:46.747	6525	4180	234	6291	
00:12:46.903	6523	4180	234	6289	
00:12:47.058	6523	4180	234	6289	
00:12:47.213	6521	4180	234	6287	
00:12:47.370	6523	4180	234	6289	
00:12:47.524	6521	4179	233	6288	
00:12:47.679	6521	4180	234	6287	
00:12:47.834	6521	4180	234	6287	
00:12:47.990	6521	4180	234	6287	
00:12:48.145	6521	4179	233	6288	
00:12:48.301	6519	4180	234	6285	
00:12:48.456	6519	4179	233	6286	
00:12:48.611	6519	4180	234	6285	
00:12:48.766	6519	4179	233	6286	
00:12:48.891	6519	4180	234	6285	
00:12:49.046	6519	4180	234	6285	
00:12:49.201	6519	4179	233	6286	
00:12:49.357	6519	4179	233	6286	
00:12:49.512	6517	4179	233	6284	
00:12:49.667	6517	4180	234	6283	
00:12:49.823	6517	4179	233	6284	
00:12:49.978	6517	4179	233	6284	
00:12:50.134	6517	4179	233	6284	
00:12:50.290	6517	4178	229	6288	
00:12:50.445	6515	4179	233	6282	
00:12:50.600	6515	4180	234	6281	
00:12:50.724	6517	4180	234	6283	
00:12:50.880	6517	4179	233	6284	
00:12:51.035	6517	4179	233	6284	
00:12:51.190	6517	4179	233	6284	
00:12:51.346	6515	4179	233	6282	
00:12:51.501	6517	4179	233	6284	
00:12:51.656	6517	4180	234	6283	
00:12:51.811	6519	4180	234	6285	
00:12:51.968	6517	4180	234	6283	
00:12:52.122	6517	4180	234	6283	
00:12:52.247	6517	4180	234	6283	
00:12:52.775	6524	4180	234	6290	
00:12:52.930	6522	4180	234	6288	
00:12:53.085	6521	4180	234	6287	
00:12:53.241	6520	4181	248	6272	
00:12:53.396	6519	4180	234	6285	
00:12:53.551	6518	4180	234	6284	
00:12:53.707	6517	4180	234	6283	
00:12:53.862	6518	4181	248	6270	
00:12:54.017	6516	4180	234	6282	
00:12:54.142	6515	4180	234	6281	
00:12:54.297	6516	4180	234	6282	
00:12:54.452	6516	4180	234	6282	
00:12:54.607	6516	4181	248	6268	
00:12:54.761	6514	4181	248	6266	
00:12:54.918	6514	4179	233	6281	
00:12:55.074	6515	4180	234	6281	
00:12:55.229	6513	4180	234	6279	
00:12:55.384	6513	4180	234	6279	
00:12:55.539	6513	4180	234	6279	
00:12:55.696	6512	4180	234	6278	
00:12:55.850	6511	4180	234	6277	
00:12:56.005	6512	4180	234	6278	
00:12:56.161	6512	4179	233	6279	
00:12:56.316	6512	4180	234	6278	
00:12:56.471	6512	4180	234	6278	
00:12:56.627	6512	4180	234	6278	
00:12:56.782	6512	4179	233	6279	
00:12:56.937	6511	4181	248	6263	
00:12:57.093	6510	4179	233	6277	
00:12:57.248	6510	4180	234	6276	
00:12:57.403	6510	4181	248	6262	
00:12:57.558	6510	4180	234	6276	
00:12:57.714	6510	4180	234	6276	
00:12:57.869	6511	4181	248	6263	
00:12:58.025	6511	4180	234	6277	
00:12:58.180	6513	4180	234	6279	
00:12:58.335	6512	4180	234	6278	
00:12:58.863	6520	4180	234	6286	
00:12:59.018	6519	4180	234	6285	
00:12:59.175	6517	4180	234	6283	
00:12:59.329	6517	4180	234	6283	
00:12:59.486	6517	4180	234	6283	
00:12:59.641	6516	4180	234	6282	
00:12:59.795	6515	4180	234	6281	
00:12:59.950	6515	4181	248	6267	
00:13:00.107	6515	4181	248	6267	
00:13:00.262	6513	4180	234	6279	
00:13:00.417	6515	4181	248	6267	
00:13:00.573	6515	4180	234	6281	
00:13:00.728	6514	4180	234	6280	
00:13:00.883	6513	4180	234	6279	
00:13:01.039	6513	4180	234	6279	
00:13:01.194	6514	4180	234	6280	
00:13:01.349	6514	4181	248	6266	
00:13:01.504	6514	4181	248	6266	
00:13:01.661	6515	4180	234	6281	
00:13:01.816	6514	4181	248	6266	
00:13:01.971	6513	4181	248	6265	
00:13:02.125	6514	4180	234	6280	
00:13:02.281	6513	4180	234	6279	
00:13:02.436	6515	4181	248	6267	
00:13:02.592	6514	4180	234	6280	
00:13:02.743	6512	4179	233	6279	
00:13:02.871	6513	4180	234	6279	
00:13:03.027	6512	4180	234	6278	
00:13:03.182	6512	4180	234	6278	
00:13:03.337	6512	4180	234	6278	
00:13:03.462	6512	4180	234	6278	
00:13:03.617	6511	4180	234	6277	
00:13:03.772	6513	4181	248	6265	
00:13:03.928	6512	4180	234	6278	
00:13:04.083	6513	4180	234	6279	
00:13:04.238	6515	4181	248	6267	
00:13:04.394	6514	4180	234	6280	
00:13:04.922	6519	4180	234	6285	
00:13:05.077	6518	4179	233	6285	
00:13:05.232	6515	4180	234	6281	
00:13:05.387	6516	4180	234	6282	
00:13:05.543	6515	4180	234	6281	
00:13:05.698	6515	4180	234	6281	
00:13:05.853	6515	4180	234	6281	
00:13:06.009	6514	4180	234	6280	
00:13:06.164	6514	4179	233	6281	
00:13:06.319	6513	4180	234	6279	
00:13:06.475	6514	4179	233	6281	
00:13:06.630	6513	4180	234	6279	
00:13:06.785	6514	4180	234	6280	
00:13:06.941	6513	4180	234	6279	
00:13:07.096	6513	4180	234	6279	
00:13:07.252	6512	4179	233	6279	
00:13:07.406	6512	4179	233	6279	
00:13:07.562	6510	4179	233	6277	
00:13:07.717	6511	4180	234	6277	
00:13:07.873	6511	4180	234	6277	
00:13:08.028	6510	4179	233	6277	
00:13:08.183	6511	4179	233	6278	
00:13:08.339	6511	4180	234	6277	
00:13:08.494	6509	4179	233	6276	
00:13:08.650	6509	4179	233	6276	
00:13:08.802	6510	4179	233	6277	
00:13:08.960	6510	4179	233	6277	
00:13:09.116	6512	4179	233	6279	
00:13:09.240	6511	4179	233	6278	
00:13:09.395	6512	4180	234	6278	
00:13:09.550	6511	4179	233	6278	
00:13:09.706	6512	4179	233	6279	
00:13:09.861	6511	4179	233	6278	
00:13:10.016	6513	4179	233	6280	
00:13:10.173	6513	4180	234	6279	
00:13:10.327	6512	4180	234	6278	
00:13:10.483	6512	4180	234	6278	
00:13:11.011	6521	4179	233	6288	
00:13:11.166	6518	4179	233	6285	
00:13:11.291	6517	4179	233	6284	
00:13:11.446	6516	4179	233	6283	
00:13:11.603	6516	4180	234	6282	
00:13:11.757	6516	4179	233	6283	
00:13:11.912	6516	4180	234	6282	
00:13:12.068	6516	4179	233	6283	
00:13:12.221	6515	4180	234	6281	
00:13:12.378	6514	4179	233	6281	
00:13:12.534	6513	4179	233	6280	
00:13:12.689	6512	4178	229	6283	
00:13:12.844	6513	4180	234	6279	
00:13:13.000	6511	4179	233	6278	
00:13:13.123	6512	4178	229	6283	
00:13:13.248	6511	4179	233	6278	
00:13:13.403	6511	4179	233	6278	
00:13:13.558	6512	4179	233	6279	
00:13:13.718	6511	4179	233	6278	
00:13:13.838	6510	4179	233	6277	
00:13:13.994	6510	4179	233	6277	
00:13:14.149	6509	4179	233	6276	
00:13:14.304	6510	4179	233	6277	
00:13:14.459	6510	4180	234	6276	
00:13:14.615	6510	4179	233	6277	
00:13:14.770	6510	4180	234	6276	
00:13:14.926	6509	4180	234	6275	
00:13:15.081	6510	4179	233	6277	
00:13:15.236	6508	4179	233	6275	
00:13:15.387	6507	4179	233	6274	
00:13:15.548	6507	4179	233	6274	
00:13:15.700	6507	4179	233	6274	
00:13:15.859	6507	4180	234	6273	
00:13:16.013	6505	4179	233	6272	
00:13:16.168	6505	4179	233	6272	
00:13:16.323	6506	4180	234	6272	
00:13:16.479	6505	4179	233	6272	
00:13:17.007	6516	4179	233	6283	
00:13:17.162	6516	4180	234	6282	
00:13:17.318	6515	4180	234	6281	
00:13:17.473	6513	4180	234	6279	
00:13:17.628	6512	4179	233	6279	
00:13:17.783	6512	4179	233	6279	
00:13:17.908	6511	4179	233	6278	
00:13:18.063	6512	4179	233	6279	
00:13:18.218	6511	4179	233	6278	
00:13:18.374	6512	4180	234	6278	
00:13:18.529	6513	4180	234	6279	
00:13:18.684	6511	4180	234	6277	
00:13:18.839	6510	4179	233	6277	
00:13:18.964	6509	4179	233	6276	
00:13:19.119	6510	4180	234	6276	
00:13:19.274	6510	4179	233	6277	
00:13:19.430	6511	4179	233	6278	
00:13:19.585	6510	4179	233	6277	
00:13:19.740	6510	4179	233	6277	
00:13:19.893	6509	4180	234	6275	
00:13:20.017	6510	4179	233	6277	
00:13:20.143	6510	4180	234	6276	
00:13:20.298	6510	4179	233	6277	
00:13:20.456	6511	4180	234	6277	
00:13:20.608	6509	4179	233	6276	
00:13:20.732	6508	4178	229	6279	
00:13:20.886	6508	4179	233	6275	
00:13:21.012	6507	4179	233	6274	
00:13:21.171	6508	4179	233	6275	
00:13:21.326	6508	4179	233	6275	
00:13:21.481	6507	4179	233	6274	
00:13:21.636	6508	4179	233	6275	
00:13:21.788	6507	4179	233	6274	
00:13:21.913	6506	4178	229	6277	
00:13:22.068	6506	4179	233	6273	
00:13:22.223	6509	4179	233	6276	
00:13:22.379	6509	4179	233	6276	
00:13:22.906	6516	4179	233	6283	
00:13:23.031	6514	4179	233	6281	
00:13:23.189	6512	4179	233	6279	
00:13:23.345	6512	4179	233	6279	
00:13:23.501	6512	4179	233	6279	
00:13:23.655	6513	4179	233	6280	
00:13:23.811	6511	4178	229	6282	
00:13:23.966	6512	4179	233	6279	
00:13:24.121	6510	4179	233	6277	
00:13:24.277	6510	4178	229	6281	
00:13:24.432	6510	4178	229	6281	
00:13:24.587	6510	4179	233	6277	
00:13:24.743	6510	4179	233	6277	
00:13:24.898	6508	4178	229	6279	
00:13:25.053	6507	4179	233	6274	
00:13:25.208	6508	4179	233	6275	
00:13:25.364	6510	4179	233	6277	
